timestamp,count
1431435010,17
1431435015,17
1431435020,17
1431435025,16
1431435030,17
1431435035,17
1431435040,17
1431435045,19
1431435050,19
1431435055,19
1431435060,19
1431435065,19
1431435070,18
1431435075,17
1431435080,17
1431435085,17
1431435090,17
1431435095,16
1431435100,16
1431435105,16
1431435110,16
1431435115,16
1431435120,16
1431435125,17
1431435130,17
1431435135,18
1431435140,18
1431435145,17
1431435150,16
1431435155,16
1431435160,16
1431435165,16
1431435170,17
1431435175,18
1431435180,18
1431435185,18
1431435190,17
1431435195,17
1431435200,17
1431435205,17
1431435210,17
1431435215,17
1431435220,18
1431435225,18
1431435230,18
1431435235,19
1431435240,19
1431435245,20
1431435250,19
1431435255,20
1431435260,19
1431435265,19
1431435270,19
1431435275,19
1431435280,19
1431435285,19
1431435290,19
1431435295,19
1431435300,19
1431435305,20
1431435310,20
1431435315,20
1431435320,20
1431435325,22
1431435330,23
1431435335,23
1431435340,23
1431435345,24
1431435350,24
1431435355,24
1431435360,24
1431435365,25
1431435370,24
1431435375,23
1431435380,27
1431435385,28
1431435390,30
1431435395,31
1431435400,34
1431435405,36
1431435410,36
1431435415,40
1431435420,41
1431435425,46
1431435430,46
1431435435,46
1431435440,46
1431435445,46
1431435450,46
1431435455,47
1431435460,48
1431435465,52
1431435470,51
1431435475,53
1431435480,56
1431435485,55
1431435490,58
1431435495,57
1431435500,57
1431435506,57
1431435511,58
1431435516,58
1431435521,63
1431435526,63
1431435531,60
1431435536,62
1431435541,64
1431435546,68
1431435551,71
1431435556,73
1431435561,72
1431435566,74
1431435571,78
1431435576,79
1431435581,80
1431435586,83
1431435591,83
1431435596,85
1431435601,84
1431435606,83
1431435611,81
1431435616,82
1431435621,83
1431435626,83
1431435631,87
1431435636,90
1431435641,92
1431435646,90
1431435651,92
1431435656,100
1431435661,109
1431435666,109
1431435671,112
1431435676,111
1431435681,116
1431435686,113
1431435691,118
1431435696,117
1431435701,116
1431435706,118
1431435711,114
1431435716,112
1431435721,113
1431435726,105
1431435731,112
1431435736,115
1431435741,116
1431435746,105
1431435751,103
1431435756,100
1431435761,96
1431435766,93
1431435771,94
1431435776,98
1431435781,97
1431435786,99
1431435791,97
1431435796,103
1431435801,101
1431435806,101
1431435811,98
1431435816,98
1431435821,98
1431435826,96
1431435831,96
1431435836,99
1431435841,96
1431435846,97
1431435851,95
1431435856,93
1431435861,93
1431435866,91
1431435871,90
1431435876,91
1431435881,89
1431435886,86
1431435891,86
1431435896,90
1431435901,91
1431435906,91
1431435911,87
1431435916,88
1431435921,91
1431435926,87
1431435931,85
1431435936,89
1431435941,89
1431435946,88
1431435951,90
1431435956,92
1431435961,94
1431435966,97
1431435971,98
1431435976,101
1431435981,100
1431435986,99
1431435991,100
1431435996,97
1431436001,97
1431436006,102
1431436011,105
1431436016,108
1431436021,110
1431436026,108
1431436031,111
1431436036,116
1431436041,122
1431436046,120
1431436051,121
1431436056,125
1431436061,128
1431436066,129
1431436071,134
1431436076,129
1431436081,127
1431436086,127
1431436091,122
1431436096,121
1431436101,117
1431436106,117
1431436111,120
1431436116,119
1431436121,120
1431436126,120
1431436131,122
1431436136,126
1431436141,124
1431436146,128
1431436151,129
1431436156,131
1431436161,132
1431436166,129
1431436171,129
1431436176,126
1431436181,129
1431436186,131
1431436191,123
1431436196,125
1431436201,125
1431436206,130
1431436211,135
1431436216,135
1431436221,135
1431436226,139
1431436231,143
1431436236,139
1431436241,142
1431436246,147
1431436251,144
1431436256,146
1431436261,145
1431436266,148
1431436271,147
1431436276,147
1431436281,148
1431436286,149
1431436292,152
1431436297,155
1431436302,159
1431436307,157
1431436312,153
1431436317,158
1431436322,163
1431436327,164
1431436332,162
1431436337,158
1431436342,161
1431436347,163
1431436352,160
1431436357,165
1431436362,161
1431436367,158
1431436372,158
1431436377,156
1431436382,158
1431436387,157
1431436392,157
1431436397,163
1431436402,172
1431436407,170
1431436412,169
1431436417,172
1431436422,167
1431436427,172
1431436432,176
1431436437,180
1431436442,181
1431436447,176
1431436452,176
1431436457,176
1431436462,171
1431436467,169
1431436472,171
1431436477,169
1431436482,167
1431436487,168
1431436492,172
1431436497,179
1431436502,184
1431436507,177
1431436512,181
1431436517,180
1431436522,181
1431436527,177
1431436532,181
1431436537,184
1431436542,186
1431436547,188
1431436552,194
1431436558,196
1431436563,198
1431436568,203
1431436573,202
1431436578,201
1431436583,204
1431436588,211
1431436593,219
1431436598,230
1431436603,231
1431436608,232
1431436613,235
1431436618,244
1431436623,252
1431436628,258
1431436633,265
1431436638,278
1431436643,283
1431436648,291
1431436653,301
1431436658,319
1431436663,338
1431436668,346
1431436673,344
1431436678,356
1431436683,366
1431436688,373
1431436693,239
1431436698,252
1431436703,259
1431436708,267
1431436713,269
1431436718,271
1431436723,266
1431436728,266
1431436733,260
1431436738,244
1431436744,233
1431436749,229
1431436754,229
1431436759,229
1431436764,232
1431436769,230
1431436774,236
1431436779,237
1431436784,238
1431436789,242
1431436794,245
1431436799,247
1431436804,241
1431436809,244
1431436814,242
1431436819,238
1431436824,240
1431436829,243
1431436834,244
1431436839,256
1431436844,263
1431436849,270
1431436854,277
1431436859,290
1431436864,294
1431436869,306
1431436874,316
1431436879,327
1431436884,346
1431436889,363
1431436895,381
1431436900,384
1431436906,389
1431436911,401
1431436916,411
1431436921,422
1431436926,429
1431436931,437
1431436936,451
1431436941,455
1431436946,460
1431436951,472
1431436956,477
1431436961,486
1431436966,499
1431436971,509
1431436977,506
1431436982,506
1431436987,504
1431436992,506
1431436997,509
1431437002,504
1431437007,505
1431437012,507
1431437017,510
1431437022,511
1431437027,512
1431437032,511
1431437037,511
1431437042,506
1431437047,506
1431437052,507
1431437057,506
1431437062,510
1431437067,515
1431437072,515
1431437077,510
1431437082,510
1431437087,510
1431437092,509
1431437097,501
1431437102,502
1431437107,505
1431437113,508
1431437118,507
1431437123,279
1431437128,257
1431437133,256
1431437138,252
1431437143,255
1431437148,249
1431437153,246
1431437158,247
1431437163,247
1431437168,253
1431437174,253
1431437179,246
1431437184,247
1431437189,246
1431437194,249
1431437199,252
1431437204,248
1431437209,245
1431437214,251
1431437219,250
1431437224,251
1431437229,249
1431437234,249
1431437239,251
1431437244,253
1431437249,260
1431437254,262
1431437260,260
1431437265,259
1431437270,259
1431437275,263
1431437280,259
1431437286,260
1431437291,269
1431437296,267
1431437301,265
1431437306,268
1431437311,271
1431437316,271
1431437321,272
1431437326,270
1431437331,271
1431437336,268
1431437341,269
1431437346,268
1431437351,271
1431437356,271
1431437361,274
1431437366,273
1431437371,270
1431437376,269
1431437381,268
1431437386,271
1431437391,275
1431437396,282
1431437401,283
1431437407,278
1431437412,277
1431437417,272
1431437422,270
1431437427,275
1431437432,277
1431437439,276
1431437444,279
1431437450,274
1431437455,274
1431437460,272
1431437465,271
1431437470,272
1431437475,272
1431437480,271
1431437485,269
1431437490,272
1431437495,274
1431437500,275
1431437505,275
1431437510,277
1431437515,277
1431437520,282
1431437525,279
1431437530,282
1431437535,284
1431437540,286
1431437546,287
1431437551,286
1431437556,281
1431437561,283
1431437566,283
1431437571,285
1431437576,288
1431437581,291
1431437586,290
1431437591,289
1431437596,288
1431437601,286
1431437606,280
1431437611,278
1431437616,280
1431437621,282
1431437626,279
1431437631,283
1431437636,279
1431437641,279
1431437646,278
1431437651,278
1431437656,282
1431437661,282
1431437666,284
1431437671,284
1431437676,292
1431437681,294
1431437686,298
1431437691,301
1431437696,300
1431437701,294
1431437706,287
1431437711,284
1431437716,290
1431437721,292
1431437726,291
1431437731,291
1431437736,292
1431437742,292
1431437747,293
1431437752,289
1431437757,290
1431437762,290
1431437768,290
1431437773,304
1431437778,309
1431437783,310
1431437788,310
1431437793,306
1431437798,312
1431437803,307
1431437808,306
1431437813,305
1431437818,308
1431437823,311
1431437828,310
1431437833,308
1431437838,312
1431437843,308
1431437848,314
1431437853,313
1431437858,304
1431437863,303
1431437868,298
1431437873,300
1431437878,306
1431437883,299
1431437888,297
1431437893,295
1431437898,298
1431437903,301
1431437908,304
1431437913,307
1431437918,305
1431437923,301
1431437928,299
1431437933,300
1431437938,302
1431437943,301
1431437948,302
1431437953,300
1431437958,299
1431437963,296
1431437968,294
1431437973,297
1431437978,295
1431437983,295
1431437988,299
1431437993,302
1431437998,302
1431438003,307
1431438009,310
1431438014,314
1431438019,309
1431438024,309
1431438029,305
1431438034,308
1431438039,311
1431438044,313
1431438049,310
1431438054,309
1431438059,305
1431438064,309
1431438069,311
1431438074,317
1431438079,313
1431438084,318
1431438089,317
1431438094,316
1431438099,317
1431438104,324
1431438109,327
1431438114,325
1431438119,323
1431438124,315
1431438129,311
1431438134,308
1431438139,311
1431438144,312
1431438149,308
1431438154,310
1431438159,310
1431438165,314
1431438170,321
1431438175,322
1431438180,324
1431438185,322
1431438190,320
1431438195,325
1431438200,325
1431438207,327
1431438213,327
1431438218,327
1431438223,322
1431438228,325
1431438233,326
1431438238,326
1431438243,319
1431438248,322
1431438253,318
1431438258,316
1431438263,316
1431438268,317
1431438273,330
1431438278,329
1431438283,326
1431438288,329
1431438293,327
1431438298,333
1431438303,335
1431438308,335
1431438313,329
1431438318,333
1431438323,331
1431438328,328
1431438333,321
1431438338,320
1431438343,319
1431438348,321
1431438353,323
1431438358,319
1431438363,320
1431438368,317
1431438373,321
1431438378,323
1431438383,326
1431438388,324
1431438393,325
1431438398,328
1431438403,323
1431438409,331
1431438414,329
1431438419,330
1431438424,332
1431438429,334
1431438434,337
1431438440,340
1431438445,340
1431438450,344
1431438455,341
1431438460,339
1431438466,337
1431438471,340
1431438476,339
1431438481,339
1431438486,330
1431438491,333
1431438496,338
1431438501,342
1431438506,347
1431438512,351
1431438517,351
1431438523,358
1431438528,351
1431438533,350
1431438539,351
1431438544,353
1431438549,344
1431438555,348
1431438561,347
1431438566,349
1431438571,353
1431438576,356
1431438581,361
1431438586,368
1431438591,373
1431438596,374
1431438602,380
1431438607,379
1431438612,376
1431438617,379
1431438622,376
1431438627,373
1431438632,374
1431438637,369
1431438642,374
1431438647,377
1431438652,376
1431438657,376
1431438662,376
1431438667,374
1431438672,372
1431438677,372
1431438682,369
1431438687,380
1431438693,398
1431438698,395
1431438703,397
1431438708,395
1431438713,398
1431438718,406
1431438723,408
1431438728,412
1431438733,408
1431438738,416
1431438743,412
1431438748,407
1431438753,412
1431438758,430
1431438763,432
1431438769,438
1431438774,444
1431438779,418
1431438784,389
1431438789,383
1431438794,374
1431438799,366
1431438805,364
1431438810,368
1431438815,376
1431438820,376
1431438825,376
1431438830,377
1431438835,379
1431438840,377
1431438845,381
1431438850,378
1431438855,385
1431438860,384
1431438865,378
1431438870,379
1431438875,381
1431438880,379
1431438885,379
1431438890,384
1431438895,383
1431438900,387
1431438905,390
1431438910,391
1431438915,390
1431438920,399
1431438925,397
1431438930,400
1431438935,405
1431438940,407
1431438945,409
1431438950,411
1431438956,410
1431438961,413
1431438966,410
1431438971,410
1431438977,410
1431438982,411
1431438987,414
1431438992,420
1431438997,416
1431439002,422
1431439007,425
1431439012,427
1431439017,423
1431439023,427
1431439028,419
1431439033,418
1431439038,421
1431439045,417
1431439050,423
1431439056,419
1431439062,416
1431439067,422
1431439073,411
1431439078,413
1431439083,415
1431439088,418
1431439093,422
1431439098,422
1431439105,415
1431439110,415
1431439116,412
1431439121,410
1431439126,401
1431439132,401
1431439137,403
1431439142,404
1431439147,404
1431439152,406
1431439157,403
1431439162,406
1431439167,407
1431439172,406
1431439177,408
1431439182,410
1431439187,410
1431439192,413
1431439197,409
1431439202,411
1431439207,419
1431439212,418
1431439217,415
1431439223,410
1431439228,408
1431439234,411
1431439239,421
1431439245,417
1431439250,420
1431439256,415
1431439262,416
1431439267,398
1431439273,390
1431439278,374
1431439284,363
1431439289,361
1431439294,358
1431439300,354
1431439307,350
1431439312,347
1431439318,350
1431439323,356
1431439329,357
1431439334,360
1431439340,371
1431439345,367
1431439352,372
1431439357,376
1431439363,371
1431439368,370
1431439374,360
1431439380,353
1431439385,360
1431439391,366
1431439397,342
1431439402,349
1431439408,347
1431439413,351
1431439419,353
1431439424,365
1431439430,368
1431439436,374
1431439441,374
1431439446,369
1431439451,378
1431439456,378
1431439461,373
1431439466,378
1431439471,383
1431439476,387
1431439481,383
1431439486,375
1431439491,378
1431439496,382
1431439501,384
1431439507,378
1431439512,378
1431439517,375
1431439522,374
1431439527,374
1431439532,376
1431439537,375
1431439542,376
1431439547,372
1431439552,373
1431439557,373
1431439562,375
1431439568,371
1431439573,379
1431439578,379
1431439583,385
1431439588,388
1431439593,392
1431439598,399
1431439603,405
1431439608,408
1431439614,413
1431439619,412
1431439624,408
1431439629,400
1431439635,403
1431439640,402
1431439645,404
1431439650,402
1431439655,394
1431439660,394
1431439665,390
1431439670,382
1431439675,387
1431439680,385
1431439686,391
1431439691,395
1431439697,399
1431439702,395
1431439707,396
1431439712,398
1431439717,398
1431439722,395
1431439727,397
1431439732,392
1431439737,391
1431439742,393
1431439747,396
1431439752,394
1431439757,403
1431439762,408
1431439768,402
1431439772,405
1431439777,406
1431439782,405
1431439787,411
1431439793,416
1431439798,410
1431439805,410
1431439811,403
1431439816,404
1431439822,401
1431439827,400
1431439832,389
1431439838,387
1431439843,370
1431439848,379
1431439855,379
1431439860,377
1431439865,390
1431439871,387
1431439876,389
1431439881,393
1431439886,400
1431439891,408
1431439896,408
1431439902,409
1431439907,402
1431439912,400
1431439917,400
1431439923,401
1431439928,399
1431439933,397
1431439938,402
1431439943,397
1431439948,396
1431439953,397
1431439958,398
1431439963,393
1431439968,393
1431439973,394
1431439978,390
1431439983,397
1431439988,398
1431439993,400
1431439998,405
1431440003,405
1431440008,403
1431440013,404
1431440018,408
1431440023,404
1431440028,400
1431440034,399
1431440039,401
1431440044,403
1431440049,403
1431440055,406
1431440060,414
1431440065,414
1431440070,391
1431440076,376
1431440081,375
1431440087,371
1431440092,375
1431440098,378
1431440103,378
1431440108,375
1431440113,378
1431440119,376
1431440124,374
1431440130,376
1431440135,375
1431440140,369
1431440146,377
1431440152,376
1431440157,377
1431440163,379
1431440168,367
1431440174,366
1431440179,365
1431440184,370
1431440189,366
1431440194,371
1431440200,367
1431440205,367
1431440210,367
1431440216,372
1431440221,371
1431440226,376
1431440231,373
1431440236,371
1431440241,371
1431440246,370
1431440252,376
1431440258,376
1431440263,371
1431440268,370
1431440273,368
1431440278,371
1431440283,376
1431440288,375
1431440293,372
1431440298,373
1431440303,374
1431440308,378
1431440313,382
1431440318,379
1431440323,374
1431440328,372
1431440333,370
1431440338,368
1431440343,367
1431440348,369
1431440353,373
1431440359,375
1431440365,377
1431440371,375
1431440377,375
1431440382,372
1431440387,376
1431440392,371
1431440397,368
1431440402,373
1431440407,372
1431440413,378
1431440418,378
1431440423,376
1431440429,387
1431440434,387
1431440439,390
1431440444,395
1431440450,398
1431440455,402
1431440460,398
1431440465,391
1431440470,387
1431440475,384
1431440480,382
1431440485,379
1431440490,383
1431440496,385
1431440501,388
1431440506,384
1431440511,381
1431440516,380
1431440521,376
1431440526,386
1431440531,391
1431440536,394
1431440541,394
1431440546,399
1431440551,401
1431440556,400
1431440561,402
1431440566,398
1431440571,397
1431440576,395
1431440581,393
1431440586,393
1431440591,394
1431440596,402
1431440601,407
1431440606,411
1431440611,409
1431440616,417
1431440621,416
1431440627,416
1431440632,421
1431440637,425
1431440642,420
1431440647,423
1431440652,417
1431440657,417
1431440662,419
1431440669,418
1431440674,417
1431440679,414
1431440684,412
1431440689,410
1431440694,412
1431440699,412
1431440705,410
1431440710,410
1431440715,416
1431440720,423
1431440725,436
1431440730,445
1431440735,447
1431440740,460
1431440745,465
1431440750,469
1431440755,472
1431440760,464
1431440765,469
1431440772,461
1431440778,463
1431440783,458
1431440788,469
1431440793,468
1431440798,471
1431440804,475
1431440808,482
1431440813,483
1431440819,479
1431440824,475
1431440829,475
1431440834,478
1431440839,480
1431440844,480
1431440849,485
1431440854,490
1431440859,481
1431440864,476
1431440869,470
1431440875,471
1431440880,469
1431440886,467
1431440892,476
1431440898,473
1431440903,468
1431440909,465
1431440914,470
1431440920,453
1431440925,459
1431440930,462
1431440936,461
1431440943,464
1431440949,466
1431440954,471
1431440959,472
1431440966,475
1431440971,468
1431440977,464
1431440982,465
1431440987,460
1431440992,461
1431440997,465
1431441003,469
1431441008,471
1431441013,474
1431441018,476
1431441024,480
1431441029,477
1431441034,478
1431441039,479
1431441044,483
1431441049,465
1431441054,439
1431441059,440
1431441064,445
1431441069,440
1431441074,441
1431441081,438
1431441086,433
1431441092,437
1431441097,438
1431441103,435
1431441109,437
1431441114,432
1431441120,432
1431441125,432
1431441130,438
1431441135,428
1431441140,438
1431441145,442
1431441150,438
1431441155,443
1431441161,445
1431441166,439
1431441171,439
1431441176,443
1431441181,440
1431441187,437
1431441192,441
1431441197,442
1431441202,442
1431441207,437
1431441212,438
1431441217,433
1431441223,432
1431441229,431
1431441234,436
1431441239,433
1431441244,429
1431441249,432
1431441254,433
1431441259,441
1431441264,441
1431441269,436
1431441274,432
1431441279,423
1431441285,421
1431441290,417
1431441295,419
1431441300,418
1431441305,421
1431441310,428
1431441315,435
1431441320,434
1431441325,433
1431441330,433
1431441335,430
1431441340,430
1431441345,432
1431441350,436
1431441355,437
1431441360,434
1431441365,438
1431441370,437
1431441375,441
1431441380,446
1431441385,453
1431441390,455
1431441396,459
1431441401,458
1431441406,460
1431441411,464
1431441416,460
1431441421,460
1431441426,455
1431441431,452
1431441438,446
1431441443,450
1431441448,452
1431441453,454
1431441458,450
1431441464,450
1431441470,450
1431441476,451
1431441481,457
1431441486,454
1431441491,447
1431441496,450
1431441501,454
1431441506,449
1431441511,448
1431441516,448
1431441521,447
1431441527,446
1431441532,445
1431441537,446
1431441542,442
1431441547,446
1431441552,445
1431441557,443
1431441562,445
1431441567,448
1431441572,447
1431441577,443
1431441583,441
1431441588,445
1431441594,449
1431441599,453
1431441604,451
1431441609,443
1431441614,445
1431441619,444
1431441624,444
1431441629,447
1431441634,449
1431441639,452
1431441644,451
1431441649,452
1431441654,452
1431441660,457
1431441665,457
1431441670,454
1431441675,451
1431441680,450
1431441687,445
1431441695,441
1431441700,430
1431441706,438
1431441712,416
1431441717,402
1431441724,403
1431441729,399
1431441735,397
1431441740,398
1431441746,400
1431441753,394
1431441759,400
1431441765,401
1431441772,405
1431441778,396
1431441783,402
1431441788,405
1431441793,400
1431441799,398
1431441805,403
1431441810,415
1431441815,417
1431441820,420
1431441825,420
1431441830,422
1431441835,416
1431441840,419
1431441845,417
1431441851,417
1431441859,420
1431441865,412
1431441870,416
1431441875,416
1431441880,412
1431441885,412
1431441890,405
1431441895,414
1431441900,406
1431441905,407
1431441910,411
1431441915,408
1431441920,415
1431441925,420
1431441930,422
1431441935,424
1431441940,428
1431441945,432
1431441950,430
1431441955,429
1431441960,429
1431441965,426
1431441970,425
1431441975,427
1431441980,430
1431441986,439
1431441992,445
1431441997,441
1431442002,441
1431442007,446
1431442012,447
1431442017,451
1431442024,452
1431442029,460
1431442034,465
1431442039,464
1431442044,477
1431442049,481
1431442054,474
1431442060,474
1431442066,464
1431442071,457
1431442077,466
1431442082,472
1431442088,468
1431442093,473
1431442099,456
1431442104,448
1431442109,457
1431442114,461
1431442120,466
1431442125,463
1431442130,461
1431442135,466
1431442140,465
1431442145,465
1431442151,471
1431442156,484
1431442161,482
1431442167,485
1431442172,497
1431442177,502
1431442182,509
1431442188,512
1431442193,533
1431442198,532
1431442204,525
1431442209,513
1431442214,511
1431442221,510
1431442227,502
1431442233,492
1431442238,485
1431442244,478
1431442249,478
1431442255,480
1431442263,478
1431442268,463
1431442274,478
1431442279,462
1431442284,459
1431442289,450
1431442294,460
1431442300,474
1431442307,480
1431442312,463
1431442318,455
1431442324,461
1431442329,451
1431442335,446
1431442341,457
1431442346,445
1431442352,453
1431442357,436
1431442366,455
1431442371,434
1431442376,452
1431442381,457
1431442387,465
1431442392,478
1431442397,479
1431442402,479
1431442407,481
1431442413,490
1431442418,499
1431442423,497
1431442428,499
1431442434,502
1431442439,500
1431442444,497
1431442449,507
1431442454,505
1431442459,508
1431442465,512
1431442470,522
1431442475,520
1431442480,516
1431442486,517
1431442492,522
1431442497,502
1431442503,506
1431442508,496
1431442513,503
1431442519,504
1431442525,513
1431442530,513
1431442536,500
1431442541,506
1431442546,514
1431442552,515
1431442557,520
1431442562,515
1431442567,522
1431442573,523
1431442579,526
1431442585,514
1431442591,516
1431442596,516
1431442602,514
1431442608,504
1431442613,495
1431442618,493
1431442624,511
1431442629,510
1431442635,520
1431442641,517
1431442647,522
1431442652,506
1431442657,506
1431442663,512
1431442669,497
1431442674,486
1431442680,491
1431442685,478
1431442691,470
1431442696,481
1431442702,481
1431442708,499
1431442713,494
1431442719,498
1431442724,494
1431442730,497
1431442736,495
1431442743,506
1431442748,510
1431442753,510
1431442760,514
1431442765,521
1431442770,531
1431442775,548
1431442780,550
1431442786,558
1431442791,560
1431442796,564
1431442801,560
1431442806,556
1431442811,562
1431442816,570
1431442821,570
1431442826,572
1431442831,575
1431442836,578
1431442842,571
1431442847,578
1431442852,582
1431442857,587
1431442862,585
1431442868,593
1431442875,584
1431442880,588
1431442885,588
1431442890,593
1431442896,588
1431442901,590
1431442907,586
1431442913,584
1431442918,579
1431442923,588
1431442929,591
1431442934,592
1431442940,584
1431442946,595
1431442950,590
1431442955,592
1431442961,581
1431442966,582
1431442971,577
1431442976,583
1431442982,559
1431442987,548
1431442994,538
1431442999,527
1431443004,532
1431443009,547
1431443015,556
1431443020,547
1431443026,547
1431443031,544
1431443037,545
1431443042,550
1431443049,536
1431443055,538
1431443060,545
1431443066,545
1431443072,559
1431443077,566
1431443082,568
1431443087,574
1431443093,579
1431443099,584
1431443104,586
1431443109,579
1431443114,574
1431443119,577
1431443125,570
1431443130,577
1431443135,578
1431443140,576
1431443145,578
1431443150,576
1431443156,577
1431443162,567
1431443167,565
1431443172,571
1431443177,569
1431443182,574
1431443188,570
1431443194,567
1431443199,541
1431443204,543
1431443211,537
1431443216,542
1431443222,524
1431443227,539
1431443232,542
1431443237,546
1431443242,551
1431443250,550
1431443256,546
1431443262,530
1431443268,517
1431443274,524
1431443279,509
1431443285,525
1431443291,530
1431443297,539
1431443302,530
1431443307,538
1431443313,540
1431443319,527
1431443324,545
1431443330,526
1431443336,528
1431443342,539
1431443347,522
1431443353,532
1431443358,520
1431443363,536
1431443369,529
1431443374,520
1431443380,504
1431443385,510
1431443390,509
1431443396,513
1431443401,501
1431443407,500
1431443412,491
1431443417,502
1431443422,509
1431443427,512
1431443432,519
1431443438,514
1431443443,518
1431443448,521
1431443453,538
1431443458,541
1431443464,549
1431443469,559
1431443474,557
1431443479,556
1431443485,555
1431443491,555
1431443496,565
1431443503,569
1431443511,554
1431443516,542
1431443522,540
1431443527,539
1431443533,537
1431443538,545
1431443543,549
1431443548,546
1431443553,551
1431443558,556
1431443563,563
1431443568,565
1431443573,563
1431443578,569
1431443583,568
1431443588,570
1431443593,567
1431443598,566
1431443603,568
1431443608,572
1431443613,576
1431443618,574
1431443623,575
1431443629,575
1431443634,575
1431443640,580
1431443645,577
1431443650,584
1431443655,586
1431443660,587
1431443665,585
1431443671,582
1431443676,587
1431443681,591
1431443687,593
1431443692,596
1431443698,591
1431443703,595
1431443708,594
1431443713,588
1431443719,583
1431443724,585
1431443731,593
1431443736,581
1431443742,577
1431443747,573
1431443752,569
1431443758,560
1431443763,571
1431443768,579
1431443773,575
1431443779,564
1431443784,566
1431443789,567
1431443795,562
1431443800,561
1431443805,569
1431443810,575
1431443816,576
1431443821,574
1431443826,587
1431443832,585
1431443837,578
1431443843,578
1431443847,582
1431443853,575
1431443859,579
1431443864,557
1431443870,563
1431443876,561
1431443883,545
1431443888,552
1431443894,561
1431443899,556
1431443905,556
1431443912,544
1431443918,540
1431443924,556
1431443929,554
1431443934,542
1431443940,545
1431443946,532
1431443952,526
1431443957,525
1431443963,518
1431443968,533
1431443974,519
1431443980,540
1431443985,529
1431443991,521
1431443996,516
1431444001,526
1431444006,511
1431444012,524
1431444018,521
1431444024,523
1431444029,528
1431444035,521
1431444041,510
1431444046,523
1431444051,530
1431444056,535
1431444062,542
1431444067,540
1431444072,538
1431444078,537
1431444083,520
1431444089,518
1431444094,519
1431444099,530
1431444104,531
1431444110,526
1431444115,534
1431444120,540
1431444126,541
1431444131,546
1431444136,553
1431444141,557
1431444149,563
1431444155,549
1431444161,535
1431444167,546
1431444172,559
1431444177,574
1431444182,580
1431444187,583
1431444192,585
1431444198,583
1431444204,588
1431444209,585
1431444215,576
1431444220,579
1431444225,580
1431444230,585
1431444236,582
1431444242,577
1431444247,576
1431444252,580
1431444258,584
1431444265,579
1431444272,582
1431444278,573
1431444284,564
1431444289,565
1431444294,566
1431444300,576
1431444306,579
1431444312,583
1431444318,564
1431444324,569
1431444330,557
1431444336,552
1431444341,553
1431444347,556
1431444353,542
1431444358,545
1431444364,550
1431444369,556
1431444375,562
1431444380,545
1431444386,556
1431444391,557
1431444397,555
1431444403,554
1431444408,543
1431444414,531
1431444419,527
1431444424,544
1431444429,553
1431444434,563
1431444440,574
1431444445,585
1431444450,586
1431444456,595
1431444462,596
1431444467,605
1431444472,607
1431444477,609
1431444483,602
1431444488,605
1431444493,616
1431444498,619
1431444503,613
1431444508,617
1431444514,626
1431444519,630
1431444525,627
1431444530,628
1431444535,623
1431444540,620
1431444545,620
1431444550,624
1431444555,621
1431444560,626
1431444566,622
1431444571,625
1431444576,626
1431444581,634
1431444587,633
1431444593,635
1431444598,640
1431444603,641
1431444608,645
1431444613,646
