timestamp,connect,service,status
1431449114,0,5,200
1431449114,1,17,200
1431449113,1,155,200
1431449082,1,2,200
1431449116,0,75,200
1431449102,0,316,200
1431449117,1,20,200
1431449117,0,4,200
1431449103,0,8,200
1431449119,1,8,200
1431449119,3,20,200
1431449093,5,27,200
1431449121,71,58,200
1431449122,0,30,200
1431449122,2,2,200
1431449123,1,6,200
1431449123,1,8,200
1431449124,3,63,200
1431449124,4,49,200
1431449124,0,6,200
1431449124,1,2,200
1431449124,1,24,200
1431449125,1,68,200
1431449125,7,44,200
1431449125,5,13,200
1431449104,0,236,200
1431449126,7,24,200
1431449126,0,22,200
1431449126,1,3,200
1431449126,1,12,200
1431449128,1,13,200
1431449129,0,18,200
1431449129,1,68,200
1431449130,1,26,200
1431449113,3,309,200
1431449130,1,10,200
1431449130,1,37,200
1431449130,0,25,200
1431449130,0,26,200
1431449131,1,12,200
1431449131,1,5,200
1431449123,1,6,200
1431449132,1,22,200
1431449132,8,23,200
1431449132,0,7,200
1431449101,1,30,200
1431449132,9,64,200
1431449132,1,18,200
1431449133,1,33,200
1431449134,1,2,200
1431449133,2,8,200
1431449134,1,11,200
1431449133,55,40,200
1431449135,2,33,200
1431449136,5,724,200
1431449137,1,3,200
1431449137,0,15,200
1431449138,1,22,200
1431449137,1,2,200
1431449109,0,10,200
1431449140,6,11,200
1431449142,0,6,200
1431449142,1,7,200
1431449142,1,27,200
1431449143,1,6,200
1431449143,0,9,200
1431449143,0,19,200
1431449142,1,2,200
1431449144,1,4,200
1431449144,2,5,200
1431449145,0,5,200
1431449145,1,24,200
1431449146,1,32,200
1431449146,1,5,200
1431449133,3,63,200
1431449146,3,37,200
1431449147,1,28,200
1431449147,1,32,200
1431449148,1,3,200
1431449148,0,3,200
1431449148,0,15,200
1431449149,1,2,200
1431449149,0,104,200
1431449149,1,3,200
1431449149,1,2,200
1431449149,5,8,200
1431449150,4,4,200
1431449150,2,29,200
1431449138,6,13,200
1431449150,1,3,200
1431449151,1,2,200
1431449151,2,3,200
1431449151,0,5,200
1431449152,0,6,200
1431449153,0,8,200
1431449153,1,7,200
1431449153,1,69,200
1431449154,0,9,200
1431449154,0,7,200
1431449155,2,41,200
1431449155,0,40,200
1431449156,2,3,200
1431449156,1,19,200
1431449157,0,43,200
1431449157,0,8,200
1431449157,1,67,200
1431449158,0,9,200
1431449158,0,56,200
1431449159,2,120,200
1431449159,6,24,200
1431449160,1,104,200
1431449160,1,228,200
1431449160,1,22,200
1431449161,1,50,200
1431449161,1,16,200
1431449162,8,20,200
1431449162,2,106,200
1431449162,0,8,200
1431449135,11,25,200
1431449165,4,146,200
1431449165,18,248,200
1431449168,2,879,200
1431449168,7,823,200
1431449169,0,8,200
1431449169,0,26,200
1431449161,1,7,200
1431449170,31,35,200
1431449170,1,5,200
1431449170,1,28,200
1431449171,2,3,200
1431449171,0,18,200
1431449164,1,10,200
1431449172,1,1,200
1431449173,0,5,200
1431449173,2,3,200
1431449173,1,3,200
1431449173,1,4,200
1431449173,0,9,200
1431449175,1,4,200
1431449154,0,7,200
1431449175,1,3,200
1431449176,1,7,200
1431449177,0,26,200
1431449178,0,19,200
1431449163,0,17,200
1431449182,0,25,200
1431449183,1,29,200
1431449183,0,11,200
1431449184,0,19,200
1431449184,1,3,200
1431449164,2,71,200
1431449185,2,24,200
1431449185,1,5,200
1431449186,5,24,200
1431449186,1,11,200
1431449186,1,5,200
1431449187,8,18,200
1431449188,0,76,200
1431449188,0,18,200
1431449189,1,15,200
1431449189,1,40,200
1431449190,1,67,200
1431449190,1,174,200
1431449190,7,140,200
1431449192,1,19,200
1431449194,0,12,200
1431449185,0,10,200
1431449194,1,2,200
1431449194,1,2,200
1431449196,1,5,200
1431449196,1,2,200
1431449196,1,17,200
1431449198,1,3,200
1431449199,0,2,200
1431449199,1,1,200
1431449175,1,6,200
1431449189,0,1,200
1431449200,2,4,200
1431449200,0,5,200
1431449202,1,39,200
1431449203,10,3,200
1431449203,1,3,200
1431449204,1,11,200
1431449205,0,85,200
1431449206,1,32,200
1431449206,1,4,200
1431449207,1,40,200
1431449207,1,12,200
1431449207,0,11,200
1431449207,1,39,200
1431449207,1,20,200
1431449208,1,16,200
1431449208,1,13,200
1431449209,0,5,200
1431449210,0,774,200
1431449210,1,447,200
1431449206,1,20,200
1431449211,1,8,200
1431449182,1,1,200
1431449213,0,524,200
1431449203,1,25,200
1431449215,9,533,200
1431449215,1,716,200
1431449215,7,950,200
1431449210,2,279,200
1431449216,2,1328,200
1431449216,1,1506,200
1431449216,1,266,200
1431449216,4,612,200
1431449216,2,9,200
1431449217,1,76,200
1431449218,0,6,200
1431449219,0,7,200
1431449219,2,26,200
1431449219,1,23,200
1431449220,1,32,200
1431449220,1,116,200
1431449221,0,32,200
1431449221,0,6,200
1431449221,1,47,200
1431449222,1,18,200
1431449223,0,40,200
1431449224,0,26,200
1431449224,1,25,200
1431449225,7,6,200
1431449223,1,22,200
1431449225,17,12,200
1431449225,2,57,200
1431449226,0,4,200
1431449228,5,15,200
1431449216,1,472,200
1431449229,2,166,200
1431449230,1,154,200
1431449217,1,18,200
1431449220,0,36,200
1431449222,0,65,200
1431449232,1,34,200
1431449229,1,26,200
1431449233,16,26,200
1431449232,1,208,200
1431449234,0,54,200
1431449234,1,2,200
1431449235,1,3,200
1431449236,1,21,200
1431449237,1,33,200
1431449229,1,86,200
1431449240,1,2,200
1431449233,1,76,200
1431449243,1,18,200
1431449243,1,16,200
1431449243,0,21,200
1431449244,1,4,200
1431449245,3,5,200
1431449245,1,6,200
1431449245,1,5,200
1431449240,1,13,200
1431449241,2,64,200
1431449247,1,33,200
1431449248,1,10,200
1431449228,7,37,200
1431449249,0,15,200
1431449249,26,25,200
1431449245,1,17,200
1431449249,3,114,200
1431449250,1,5,200
1431449248,2,7,200
1431449250,1,31,200
1431449251,1,12,200
1431449243,1,13,200
1431449253,2,95,200
1431449254,1,56,200
1431449254,1,4,200
1431449255,1,3,200
1431449256,1,14,200
1431449256,0,6,200
1431449256,1,21,200
1431449257,5,4,200
1431449257,0,3,200
1431449257,1,7,200
1431449256,1,20,200
1431449258,5,9,200
1431449256,0,6,200
1431449260,1,69,200
1431449261,5,259,200
1431449262,1,6,200
1431449262,1,9,200
1431449262,0,2,200
1431449263,1,4,200
1431449264,1,12,200
1431449265,2,5,200
1431449264,2,64,200
1431449266,1,6,200
1431449252,1,7,200
1431449267,1,4,200
1431449267,0,2,200
1431449268,0,27,200
1431449269,1,64,200
1431449270,1,11,200
1431449272,2,33,200
1431449273,1,3,200
1431449274,36,156,200
1431449274,28,399,200
1431449274,5,74,200
1431449275,0,8,200
1431449275,1,59,200
1431449275,1,4,200
1431449251,1,31,200
1431449277,0,2,200
1431449277,1,17,200
1431449278,1,28,200
1431449278,0,6,200
1431449278,8,17,200
1431449272,0,3,200
1431449279,1,3,200
1431449280,1,6,200
1431449281,1,3,200
1431449281,0,6,200
1431449282,0,16,200
1431449282,1,4,200
1431449282,1,3,200
1431449282,1,24,200
1431449283,2,4,200
1431449269,0,12,200
1431449284,1,24,200
1431449286,1,206,200
1431449286,0,30,200
1431449286,0,12,200
1431449287,1,10,200
1431449288,1,7,200
1431449288,4,42,200
1431449291,0,12,200
1431449291,0,74,200
1431449291,0,15,200
1431449292,0,14,200
1431449291,1,21,200
1431449292,2,25,200
1431449293,0,120,200
1431449293,0,98,200
1431449293,1,39,200
1431449294,1,27,200
1431449294,4,34,200
1431449294,0,13,200
1431449294,1,6,200
1431449295,0,19,200
1431449295,2,99,200
1431449296,0,56,200
1431449296,3,5,200
1431449292,1,11,200
1431449298,1,30,200
1431449299,0,5,200
1431449300,2,221,200
1431449295,0,6,200
1431449301,1,20,200
1431449302,1,2,200
1431449302,1,3,200
1431449303,5,2,200
1431449300,2,326,200
1431449304,0,1,200
1431449305,7,9,200
1431449305,1,180,200
1431449306,1,33,200
1431449306,0,47,200
1431449307,1,7,200
1431449307,3,73,200
1431449307,0,40,200
1431449310,1,58,200
1431449310,52,57,200
1431449310,1,27,200
1431449290,0,3,200
1431449311,1,109,200
1431449311,1,2,200
1431449307,0,3,200
1431449313,1,22,200
1431449313,1,72,200
1431449300,1,2,200
1431449314,0,35,200
1431449315,0,1,200
1431449316,0,16,200
1431449316,0,99,200
1431449316,0,76,200
1431449317,1,16,200
1431449317,1,72,200
1431449317,2,131,200
1431449317,1,51,200
1431449317,0,103,200
1431449318,0,5,200
1431449307,1,11,200
1431449320,0,16,200
1431449320,1,41,200
1431449321,0,13,200
1431449322,1,9,200
1431449322,0,236,200
1431449322,1,120,200
1431449322,1,4,200
1431449324,0,7,200
1431449324,26,63,200
1431449325,1,161,200
1431449325,0,293,200
1431449318,1,7,200
1431449325,1,25,200
1431449319,0,27,200
1431449326,0,303,200
1431449327,0,133,200
1431449327,0,296,200
1431449312,1,3,200
1431449328,1,11,200
1431449328,7,19,200
1431449328,0,6,200
1431449329,1,8,200
1431449329,0,2,200
1431449330,0,8,200
1431449330,1,26,200
1431449330,1,10,200
1431449330,1,2,200
1431449330,0,13,200
1431449314,1,46,200
1431449331,24,48,200
1431449331,1,48,200
1431449333,1,4,200
1431449330,4,12,200
1431449334,0,17,200
1431449313,5,21,200
1431449334,1,39,200
1431449325,1,316,200
1431449334,1,17,200
1431449334,1,6,200
1431449334,1,7,200
1431449336,3,369,200
1431449337,0,575,200
1431449329,0,2,200
1431449339,1,14,200
1431449339,3,4,200
1431449340,1,74,200
1431449340,0,10,200
1431449334,1,12,200
1431449342,9,11,200
1431449343,1,34,200
1431449343,1,5,200
1431449334,1,4,200
1431449344,1,17,200
1431449344,4,14,200
1431449345,1,34,200
1431449346,1,310,200
1431449346,0,106,200
1431449346,1,2,200
1431449346,11,17,200
1431449346,1,10,200
1431449347,0,31,200
1431449347,0,11,200
1431449350,1,10,200
1431449350,0,42,200
1431449352,1,7,200
1431449352,1,19,200
1431449353,3,9,200
1431449354,0,33,200
1431449354,1,26,200
1431449355,1,29,200
1431449355,0,2,200
1431449356,1,43,200
1431449357,0,19,200
1431449358,1,70,200
1431449358,6,65,200
1431449339,1,33,200
1431449358,32,65,200
1431449358,1,172,200
1431449360,7,12,200
1431449340,1,66,200
1431449360,0,304,200
1431449338,1,22,200
1431449361,1,142,200
1431449362,1,67,200
1431449362,0,53,200
1431449362,1,17,200
1431449362,0,15,200
1431449341,1,8,200
1431449364,0,13,200
1431449364,0,109,200
1431449365,1,91,200
1431449365,1,246,200
1431449365,0,602,200
1431449366,1,87,200
1431449366,1,62,200
1431449367,1,11,200
1431449367,1,10,200
1431449367,0,32,200
1431449368,1,153,200
1431449345,1,12,200
1431449369,1,313,200
1431449369,1,10,200
1431449370,0,6,200
1431449370,0,2,200
1431449370,0,10,200
1431449371,1,9,200
1431449371,0,1,200
1431449372,17,16,200
1431449372,1,4,200
1431449373,2,71,200
1431449373,0,7,200
1431449374,1,17,200
1431449373,24,94,200
1431449359,1,37,200
1431449374,1,10,200
1431449375,1,48,200
1431449375,0,4,200
1431449376,1,21,200
1431449376,0,12,200
1431449376,2,17,200
1431449376,0,10,200
1431449376,1,5,200
1431449377,0,7,200
1431449377,1,46,200
1431449377,1,19,200
1431449378,2,22,200
1431449363,1,8,200
1431449379,0,100,200
1431449379,4,18,200
1431449379,1,15,200
1431449379,0,12,200
1431449380,1,9,200
1431449380,1,54,200
1431449381,2,11,200
1431449382,1,34,200
1431449383,0,22,200
1431449383,1,28,200
1431449384,1,9,200
1431449383,22,4,200
1431449384,0,58,200
1431449384,6,46,200
1431449384,1,8,200
1431449385,1,21,200
1431449386,1,15,200
1431449386,1,3,200
1431449386,1,38,200
1431449389,1,5,200
1431449389,1,3,200
1431449361,1,60,200
1431449391,4,12,200
1431449391,1,65,200
1431449391,1,4,200
1431449391,1,3,200
1431449392,1,50,200
1431449394,1,22,200
1431449394,1,10,200
1431449395,1,25,200
1431449396,0,9,200
1431449396,1,12,200
1431449397,0,20,200
1431449381,1,23,200
1431449397,1,14,200
1431449398,4,2,200
1431449399,1,13,200
1431449399,1,6,200
1431449381,2,25,200
1431449396,0,4,200
1431449401,1,44,200
1431449401,1,14,200
1431449401,1,27,200
1431449402,5,416,200
1431449402,1,260,200
1431449403,1,436,200
1431449403,3,199,200
1431449404,4,2,200
1431449404,2,512,200
1431449404,1,487,200
1431449405,1,234,200
1431449406,1,509,200
1431449406,2,257,200
1431449406,1,22,200
1431449406,0,4,200
1431449406,1,16,200
1431449407,6,103,200
1431449388,1,8,200
1431449410,1,44,200
1431449410,1,1,200
1431449411,0,21,200
1431449411,0,8,200
1431449411,3,2,200
1431449413,1,193,200
1431449393,1,11,200
1431449413,13,16,200
1431449413,2,25,200
1431449405,1,361,200
1431449415,0,10,200
1431449415,1,11,200
1431449416,8,13,200
1431449417,4,6,200
1431449417,1,14,200
1431449417,1,4,200
1431449418,0,141,200
1431449419,1,36,200
1431449399,1,12,200
1431449419,4,49,200
1431449420,25,28,200
1431449420,41,130,200
1431449420,0,46,200
1431449420,1033,30,200
1431449420,0,39,200
1431449421,0,3,200
1431449405,1,402,200
1431449421,0,130,200
1431449421,0,228,200
1431449421,20,90,406
1431449422,3,108,200
1431449423,0,9,200
1431449423,0,72,200
1431449423,4,21,200
1431449424,2,32,200
1431449424,1,47,200
1431449399,0,34,200
1431449424,0,68,200
1431449425,0,19,200
1431449425,3,17,200
1431449405,1,328,200
1431449425,2,33,200
1431449425,0,78,200
1431449426,0,20,200
1431449413,1,3,200
1431449426,0,2,200
1431449427,5,39,200
1431449428,1,131,200
1431449421,0,43,406
1431449429,1,87,200
1431449430,1,10,200
1431449430,1,27,200
1431449431,1,8,200
1431449432,7,30,200
1431449418,1,26,200
1431449432,3,10,200
1431449432,2,15,200
1431449432,0,11,200
1431449433,0,13,200
1431449434,1,48,200
1431449435,0,11,200
1431449435,1,4,200
1431449434,1,38,200
1431449419,1,159,200
1431449426,5,24,200
1431449420,1,4,200
1431449436,1,95,200
1431449436,1,10,200
1431449436,0,10,200
1431449437,0,3,200
1431449437,0,32,200
1431449438,2,114,200
1431449439,1,21,200
1431449439,1,74,200
1431449439,1,19,200
1431449429,1,17,200
1431449425,1,97,200
1431449441,1,5,200
1431449442,2,18,200
1431449444,1,11,200
1431449445,1,98,200
1431449445,0,233,200
1431449445,0,39,200
1431449445,0,29,200
1431449445,0,62,200
1431449446,1,13,200
1431449446,2,81,200
1431449447,1,532,200
1431449447,1,362,200
1431449429,6,5,200
1431449447,0,223,200
1431449448,39,484,200
1431449448,1,775,200
1431449430,1,8,200
1431449431,1,9,200
1431449448,0,230,200
1431449448,0,132,200
1431449427,0,16,200
1431449448,1,147,200
1431449449,0,324,200
1431449449,1,144,200
1431449449,1,62,200
1431449449,1,30,200
1431449450,1,49,200
1431449450,3,11,200
1431449442,1,40,200
1431449451,1,4,200
1431449451,15,29,200
1431449451,1,3,200
1431449452,4,161,200
1431449452,1,5,200
1431449452,1,5,200
1431449452,6,97,200
1431449452,0,124,200
1431449452,2,63,200
1431449453,2,78,200
1431449453,0,89,200
1431449454,2,4,200
1431449454,0,12,200
1431449456,1,9,200
1431449437,0,11,200
1431449457,0,75,200
1431449457,1,130,200
1431449457,1,124,200
1431449458,1,3,200
1431449459,12,22,200
1431449461,3,5,200
1431449461,8,3,200
1431449461,1,4,200
1431449464,0,28,200
1431449464,1,11,200
1431449465,1,6,200
1431449466,2,5,200
1431449466,0,3,200
1431449466,0,4,200
1431449467,1,33,200
1431449467,0,9,200
1431449468,2,22,200
1431449468,1,18,200
1431449469,1,45,200
1431449469,1,253,200
1431449470,0,145,200
1431449470,0,17,200
1431449472,1,973,200
1431449472,0,692,200
1431449472,0,9,200
1431449472,1,3,200
1431449474,1,366,200
1431449474,1,114,200
1431449474,1,21,200
1431449475,1,8,200
1431449479,1,11,200
1431449455,1,21,200
1431449456,2,3,200
1431449480,3,4,200
1431449480,4,4,200
1431449479,0,20,200
1431449481,0,30,200
1431449481,1,4,200
1431449481,1,56,200
1431449482,1,13,200
1431449472,1,534,200
1431449480,1,30,200
1431449484,1,22,200
1431449485,0,9,200
1431449485,29,23,200
1431449485,1,31,200
1431449485,0,5,200
1431449486,0,71,200
1431449486,0,26,200
1431449486,0,27,200
1431449486,1,25,200
1431449487,0,16,200
1431449487,0,61,200
1431449487,0,6,200
1431449483,0,18,200
1431449488,1,6,200
1431449488,5,60,200
1431449488,4,47,200
1431449489,0,393,200
1431449489,0,455,200
1431449489,1,206,200
1431449489,0,23,200
1431449489,1,144,200
1431449490,0,11,200
1431449491,1,41,200
1431449491,1,127,200
1431449491,1,43,200
1431449469,1,95,200
1431449492,1,15,200
1431449493,0,2,200
1431449494,0,2,200
1431449494,0,176,200
1431449495,1,22,200
1431449485,2,16,200
1431449495,0,6,200
1431449496,0,8,200
1431449489,1,308,200
1431449496,1,40,200
1431449496,0,1,200
1431449496,1,27,200
1431449496,0,9,200
1431449486,0,2,200
1431449497,0,37,200
1431449497,5,8,200
1431449497,2,12,200
1431449498,1,1,200
1431449498,1,156,200
1431449485,1,7,200
1431449498,0,52,200
1431449500,0,7,200
1431449500,1,11,200
1431449500,0,9,200
1431449500,0,17,200
1431449501,1,26,200
1431449501,1,96,200
1431449502,1,40,200
1431449502,0,13,200
1431449503,0,6,200
1431449503,1,22,200
1431449503,1,92,200
1431449503,7,18,200
1431449504,2,17,200
1431449490,1,69,200
1431449504,1,34,200
1431449505,2,12,200
1431449505,1,2,200
1431449505,2,6,200
1431449506,1,14,200
1431449506,0,2,200
1431449486,1,64,200
1431449506,1,32,200
1431449507,1,40,200
1431449490,1,18,200
1431449507,2,42,200
1431449507,2,15,200
1431449508,0,7,200
1431449508,0,45,200
1431449487,2,100,200
1431449509,1,15,200
1431449510,1,31,200
1431449511,0,18,200
1431449511,1,23,200
1431449511,3,260,200
1431449512,1,328,200
1431449512,1,21,200
1431449513,2,6,200
1431449513,1,3,200
1431449513,2,29,200
1431449513,1,25,200
1431449513,1,4,200
1431449513,0,14,200
1431449514,7,75,200
1431449515,1,22,200
1431449516,1,159,200
1431449516,1,33,200
1431449517,1,14,200
1431449517,0,13,200
1431449517,0,14,200
1431449519,3,18,200
1431449520,3,5,200
1431449508,1,41,200
1431449521,1,19,200
1431449521,0,23,200
1431449522,1,13,200
1431449497,15,40,200
1431449522,5,37,200
1431449522,1,35,200
1431449522,0,49,200
1431449522,1,34,200
1431449523,4,7,200
1431449514,0,331,200
1431449524,1,24,200
1431449526,1,21,200
1431449528,1,282,200
1431449528,3,81,200
1431449528,0,408,200
1431449528,22,365,200
1431449528,1,4,200
1431449528,0,4,200
1431449517,0,19,200
1431449529,0,84,200
1431449529,2,148,200
1431449530,1,10,200
1431449531,39,51,200
1431449531,1,13,200
1431449534,0,31,200
1431449534,1,3,200
1431449535,1,20,200
1431449531,0,31,200
1431449512,1,51,200
1431449535,32,44,200
1431449535,1,7,200
1431449535,4,125,200
1431449536,0,3,200
1431449537,0,35,200
1431449537,0,48,200
1431449537,2,104,200
1431449537,1,129,200
1431449537,7,79,200
1431449538,1,41,200
1431449538,2,15,200
1431449539,4,205,200
1431449540,0,162,200
1431449540,0,18,200
1431449541,0,7,200
1431449542,1,39,200
1431449543,1,122,200
1431449543,9,216,200
1431449544,2,12,200
1431449544,1,24,200
1431449546,1,36,200
1431449546,1,19,200
1431449546,1,16,200
1431449546,1,20,200
1431449546,1,30,200
1431449546,1,10,200
1431449547,4,17,200
1431449546,0,37,200
1431449547,2,43,200
1431449547,1,138,200
1431449547,1,76,200
1431449548,1,14,200
1431449534,1,19,200
1431449550,1,17,200
1431449550,1,92,200
1431449550,1,38,200
1431449551,1,289,200
1431449552,0,111,200
1431449553,6,48,200
1431449553,3,180,200
1431449553,0,101,200
1431449554,1,167,200
1431449558,1,1211,200
1431449558,1,3373,200
1431449558,2,1372,200
1431449558,1,497,200
1431449558,1,388,200
1431449558,0,942,200
1431449547,1,20,200
1431449559,5,459,200
1431449560,2,27,200
1431449561,0,19,200
1431449561,1,12,200
1431449561,1,10,200
1431449561,0,97,200
1431449562,1,9,200
1431449563,1,70,200
1431449563,0,165,200
1431449564,1,37,200
1431449564,0,7,200
1431449566,3,9,200
1431449566,0,6,200
1431449567,2,20,200
1431449569,0,343,200
1431449569,1,262,200
1431449569,1,709,200
1431449570,3,270,200
1431449570,1,251,200
1431449570,2,36,200
1431449571,1,62,200
1431449571,0,29,200
1431449573,1,18,200
1431449573,0,52,200
1431449575,3,45,200
1431449576,1,5,200
1431449576,0,4,200
1431449576,1,29,200
1431449578,0,22,200
1431449578,2,106,200
1431449578,6,53,200
1431449578,0,66,200
1431449579,1,87,200
1431449579,0,23,200
1431449580,56,62,200
1431449581,3,32,200
1431449581,0,36,200
1431449581,0,44,200
1431449581,1,36,200
1431449582,5,182,200
1431449582,0,581,200
1431449582,1,17,200
1431449582,2,34,200
1431449583,1,53,200
1431449583,1,31,200
1431449583,1,78,200
1431449583,0,54,200
1431449584,0,7,200
1431449584,1,18,200
1431449585,1,19,200
1431449586,0,25,200
1431449586,1,52,200
1431449586,1,57,200
1431449586,5,55,200
1431449586,0,38,200
1431449588,0,11,200
1431449589,1,12,200
1431449592,0,71,200
1431449592,1,20,200
1431449593,2,18,200
1431449584,0,36,200
1431449594,3,3,200
1431449595,0,26,200
1431449595,0,33,200
1431449596,0,15,200
1431449597,0,17,200
1431449597,0,74,200
1431449597,1,53,200
1431449599,1,15,200
1431449599,0,72,200
1431449600,3,112,200
1431449600,0,172,200
1431449601,2,207,200
1431449602,3,198,200
1431449602,1,27,200
1431449602,0,47,200
1431449603,7,80,200
1431449605,1,53,200
1431449605,1,10,200
1431449606,1,37,200
1431449606,2,2,200
1431449606,0,11,200
1431449607,0,6,200
1431449606,3,12,200
1431449607,1,31,200
1431449607,0,2,200
1431449609,1,6,200
1431449612,20,48,200
1431449612,1,64,200
1431449598,1,2,200
1431449614,1,15,200
1431449614,1,3,200
1431449614,1,53,200
1431449614,1,34,200
1431449614,6,64,200
1431449614,0,21,200
1431449616,1,36,200
1431449616,4,26,200
1431449618,2,104,200
1431449619,0,6,200
1431449620,1,14,200
1431449620,1,14,200
1431449621,2,4,200
1431449621,4,48,200
1431449621,9,36,200
1431449621,1,70,200
1431449621,0,9,200
1431449621,1,47,200
1431449621,2,4,200
1431449621,1,21,200
1431449622,0,21,200
1431449622,1,6,200
1431449622,3,159,200
1431449624,1,174,200
1431449624,0,58,200
1431449624,0,23,200
1431449623,0,24,200
1431449605,2,13,200
1431449625,1,152,200
1431449625,2,225,200
1431449626,0,30,200
1431449627,0,56,200
1431449627,0,59,200
1431449627,2,21,200
1431449628,0,49,200
1431449628,0,99,200
1431449628,1,171,200
1431449629,1,82,200
1431449629,1,15,200
1431449630,2,68,200
1431449630,1,38,200
1431449630,6,48,200
1431449631,2,144,200
1431449631,1,22,200
1431449631,0,46,200
1431449632,8,10,200
1431449632,1,8,200
1431449625,1,21,200
1431449635,1,83,200
1431449635,0,2227,200
1431449635,14,2697,200
1431449635,1,1494,200
1431449635,1,1952,200
1431449637,0,3,200
1431449637,1,6,200
1431449635,1,21,200
1431449639,1,12,200
1431449639,0,44,200
1431449640,1,245,200
1431449640,1,463,200
1431449640,1,396,200
1431449620,1,16,200
1431449641,0,171,200
1431449641,1,73,200
1431449641,0,39,200
1431449641,0,40,200
1431449630,1,148,200
1431449641,1,75,200
1431449642,1,857,200
1431449642,1,869,200
1431449643,1,526,200
1431449643,1,65,200
1431449643,15,78,200
1431449642,0,25,200
1431449644,0,43,200
1431449644,0,171,200
1431449634,0,1458,200
1431449644,1,25,200
1431449644,1,17,200
1431449644,1,67,200
1431449645,0,60,200
1431449645,1,57,200
1431449647,7,866,200
1431449647,1,75,200
1431449647,0,1694,200
1431449649,1,1071,200
1431449649,2,493,200
1431449649,2,345,200
1431449649,1,639,200
1431449649,1,339,200
1431449649,1,687,200
1431449649,0,359,200
1431449650,0,126,200
1431449650,0,85,200
1431449651,1,2,200
1431449651,1,45,200
1431449652,0,21,200
1431449652,0,110,200
1431449652,2,26,200
1431449652,0,78,200
1431449653,3,41,200
1431449653,0,58,200
1431449643,1,30,200
1431449655,2,29,200
1431449656,3,15,200
1431449656,0,18,200
1431449657,1,11,200
1431449658,1,624,200
1431449658,2,579,200
1431449658,0,244,200
1431449658,0,307,200
1431449659,3,10,200
1431449659,1,48,200
1431449660,1,20,200
1431449660,1,6,200
1431449660,1,180,200
1431449660,1,221,200
1431449661,6,10,200
1431449661,0,4,200
1431449661,2,96,200
1431449662,7,51,200
1431449662,0,55,200
1431449663,1,8,200
1431449664,1,7,200
1431449664,0,3,200
1431449665,1,17,200
1431449651,0,5,200
1431449665,1,9,200
1431449665,2,63,200
1431449665,2,62,200
1431449628,1,108,200
1431449665,1,5,200
1431449666,0,46,200
1431449667,1,155,200
1431449667,0,25,200
1431449668,0,104,200
1431449668,1,64,200
1431449666,1,12,200
1431449671,1,43,200
1431449671,0,22,200
1431449671,1,2,200
1431449672,1,4,200
1431449672,3,31,200
1431449673,4,14,200
1431449673,1,677,200
1431449673,2,63,200
1431449674,1,948,200
1431449674,11,180,200
1431449674,0,15,200
1431449674,0,360,200
1431449675,1,10,200
1431449675,1,89,200
1431449676,1,17,200
1431449676,6,100,200
1431449659,0,12,200
1431449676,2,33,200
1431449676,1,17,200
1431449677,1,5,200
1431449660,1,277,200
1431449677,0,39,200
1431449678,3,37,200
1431449678,1,39,200
1431449678,1,2,200
1431449679,0,347,200
1431449667,4,141,200
1431449681,1,1584,200
1431449682,2,1773,200
1431449682,3,1514,200
1431449682,1,1168,200
1431449682,1,211,200
1431449682,0,856,200
1431449682,0,336,200
1431449682,1,39,200
1431449683,0,17,200
1431449683,1,29,200
1431449683,1,53,200
1431449684,0,34,200
1431449684,4,40,200
1431449685,1,30,200
1431449685,1,31,200
1431449685,0,6,200
1431449685,1,27,200
1431449685,0,72,200
1431449686,1,40,200
1431449686,1,6,200
1431449686,2,26,200
1431449687,1,15,200
1431449687,1,24,200
1431449687,2,17,200
1431449687,1,43,200
1431449687,0,53,200
1431449688,2,52,200
1431449688,1,60,200
1431449688,1,119,200
1431449688,5,76,200
1431449677,1,91,200
1431449690,0,187,200
1431449690,0,95,200
1431449691,2,14,200
1431449692,0,306,200
1431449692,1,84,200
1431449692,4,71,200
1431449692,3,50,200
1431449693,1,16,200
1431449693,1,11,200
1431449694,1,53,200
1431449694,0,108,200
1431449694,1,180,200
1431449695,1,17,200
1431449695,1,32,200
1431449695,17,28,200
1431449696,0,4,200
1431449696,1,44,200
1431449696,0,78,200
1431449697,2,28,200
1431449697,1,52,200
1431449698,1,31,200
1431449694,12,74,200
1431449700,6,636,200
1431449700,0,621,200
1431449700,0,409,200
1431449701,1,295,200
1431449701,1,41,200
1431449701,2,514,200
1431449701,1,296,200
1431449702,1,25,200
1431449702,1,34,200
1431449702,1,13,200
1431449695,1,41,200
1431449703,1,37,200
1431449703,1,146,200
1431449704,0,396,200
1431449704,1,413,200
1431449704,0,37,200
1431449704,1,4,200
1431449705,0,14,200
1431449705,1,15,200
1431449705,0,31,200
1431449705,1,74,200
1431449681,5,1565,200
1431449707,1,16,200
1431449708,1,97,200
1431449708,2,11,200
1431449680,0,719,200
1431449710,2,200,200
1431449710,7,32,200
1431449710,7,22,200
1431449683,1,27,200
1431449710,1,40,200
1431449710,0,6,200
1431449710,2,67,200
1431449713,2,1248,200
1431449713,3,1483,200
1431449714,2,44,200
1431449714,1,18,200
1431449714,0,37,200
1431449715,0,59,200
1431449717,2,56,200
1431449718,1,121,200
1431449718,17,37,200
1431449719,2,79,200
1431449720,13,103,200
1431449720,3,81,200
1431449720,0,13,200
1431449721,19,142,200
1431449721,17,144,200
1431449722,3,21,200
